,Date,Visit Number,Product,Visitor_ID,CSource,State,Day,Month,Year,State Code
293,"January 1, 2018",1,Personal,2607281005955589668_3881426963460915377,27,north carolina ,January,1,2018,51
294,"January 1, 2018",1,Personal,3816935075012010401_3016380122706314220,simpletuitionturndown,michigan ,January,1,2018,51
295,"January 1, 2018",1,Personal,4115777521658450469_4965809635185856046,27,tennessee ,January,1,2018,51
296,"January 1, 2018",1,Personal,5941979265495401468_3622930972466365662,27,california ,January,1,2018,51
297,"January 1, 2018",1,Personal,6044530240739679409_7789322288069842259,27,california ,January,1,2018,51
298,"January 1, 2018",1,Personal,7035602577465304359_9119290814619046013,27,california ,January,1,2018,51
299,"January 1, 2018",1,Personal,8470648274580463745_7587257970850519587,27,mississippi ,January,1,2018,51
300,"January 1, 2018",1,Personal,8634445541322049053_2334226697907076181,27,new jersey ,January,1,2018,51
301,"January 1, 2018",1,Personal,9078950118295177065_1541889257482917974,27,california ,January,1,2018,51
302,"January 1, 2018",1,Refinance,4981140254642624754_4444226217594142433,27,utah ,January,1,2018,51
303,"January 1, 2018",1,Reverse Mortgage,6401678036651269289_8498733891818497544,27,florida ,January,1,2018,51
304,"January 1, 2018",2,unknown,334546927010521107_5758161483300711186,27,florida ,January,1,2018,51
305,"January 1, 2018",2,unknown,5398071851538127741_5429102385931529099,27,wisconsin ,January,1,2018,51
306,"January 1, 2018",2,unknown,8535697634464010735_1704052960294887346,27,ohio ,January,1,2018,51
307,"January 1, 2018",2,Personal,1934577341525895262_2144554945340252344,27,pennsylvania ,January,1,2018,51
308,"January 1, 2018",2,Personal,3367292773207019047_5636795991016335929,27,florida ,January,1,2018,51
309,"January 1, 2018",2,Personal,3465758506468576957_8055088121336560600,27,nevada ,January,1,2018,51
310,"January 1, 2018",2,Personal,7629288346918405563_9213197741883437918,27,maryland ,January,1,2018,51
311,"January 1, 2018",2,Personal,7989799105172752044_2277446249278478871,27,pennsylvania ,January,1,2018,51
312,"January 1, 2018",2,Personal,8115728922310771949_221471847228670275,27,pennsylvania ,January,1,2018,51
313,"January 1, 2018",3,unknown,3470601673239249265_2967838487166944913,27,new york ,January,1,2018,51
314,"January 1, 2018",3,unknown,560930744649110502_4700125755455091382,27,colorado ,January,1,2018,51
316,"January 1, 2018",3,Personal,292826476078405637_2151249119410417911,27,indiana ,January,1,2018,51
317,"January 1, 2018",3,Personal,4441310913048603674_6240796151195329972,27,pennsylvania ,January,1,2018,51
318,"January 1, 2018",3,Personal,560930744649110502_4700125755455091382,27,colorado ,January,1,2018,51
319,"January 1, 2018",3,Personal,6933863412085260544_1108280135395285318,27,new york ,January,1,2018,51
320,"January 1, 2018",3,Personal,6937465110162408304_2922858518826328650,27,texas ,January,1,2018,51
321,"January 1, 2018",4,unknown,3182473695487918402_7531234097153390375,27,texas ,January,1,2018,51
322,"January 1, 2018",4,unknown,4439697819686961465_7896294862269606914,27,utah ,January,1,2018,51
323,"January 1, 2018",4,unknown,8405658605162799582_9134081366572251456,27,texas ,January,1,2018,51
324,"January 1, 2018",4,unknown,8918193771539550214_6446145700386286608,27,georgia ,January,1,2018,51
325,"January 1, 2018",4,Personal,8999108845536949319_486626222936964491,27,florida ,January,1,2018,51
326,"January 1, 2018",5,unknown,1383991676833189884_7715353778403968269,27,alabama ,January,1,2018,51
327,"January 1, 2018",5,unknown,3361501081765338592_6285824232539127246,27,georgia ,January,1,2018,51
328,"January 1, 2018",5,unknown,6577876142772106317_7743258301426947679,27,florida ,January,1,2018,51
329,"January 1, 2018",5,Personal,208783927356014577_8923926155107852868,27,tennessee ,January,1,2018,51
330,"January 1, 2018",5,Personal,4744278111274998809_7840549372302656070,27,florida ,January,1,2018,51
331,"January 1, 2018",7,unknown,6296378364431227741_4493672009189187985,27,wisconsin ,January,1,2018,51
332,"January 1, 2018",7,Auto,4214323249868280856_7400699203516810239,27,california ,January,1,2018,51
333,"January 1, 2018",9,unknown,4595807597770116601_1209671364563024582,27,california ,January,1,2018,51
334,"January 1, 2018",10,unknown,8667314214621145932_3802521367244676225,27,california ,January,1,2018,51
335,"January 1, 2018",15,unknown,2214099655789358509_7015598606625519479,27,nevada ,January,1,2018,51
336,"January 1, 2018",15,Personal,4610572945409298314_8366651282370870715,27,pennsylvania ,January,1,2018,51
337,"January 1, 2018",25,Personal,2857587184228105205_2306128882578726876,27,maryland ,January,1,2018,51
338,"January 1, 2018",34,Personal,3928471803324726867_1314853357787762500,27,illinois ,January,1,2018,51
339,"January 1, 2018",1,unknown,9205613306100535355_8355805274283983146,comparecards,florida ,January,1,2018,51
340,"January 1, 2018",10,unknown,7844551611491934575_4681070866980737562,27,georgia ,January,1,2018,51
341,"January 1, 2018",5,Personal,4937940445994405543_4315462159830219679,27,florida ,January,1,2018,51
342,"January 1, 2018",5,Personal,7030809798296672718_1740476009534566685,27,missouri ,January,1,2018,51
343,"January 1, 2018",1,unknown,6256940248083018222_1647601788490712804,27,california ,January,1,2018,51
344,"January 1, 2018",5,unknown,2857548990680859874_680619657190033159,comparecards,california ,January,1,2018,51
345,"January 1, 2018",5,Personal,1941881047228743799_8104043496624395378,27,louisiana ,January,1,2018,51
346,"January 1, 2018",4,unknown,6517097392587006931_2796639897055284956,27,wisconsin ,January,1,2018,51
347,"January 1, 2018",2,Personal,3794835402399467933_5053467234301142309,27,kansas ,January,1,2018,51
348,"January 1, 2018",1,unknown,5516609884451743761_2196854771943565995,27,ohio ,January,1,2018,51
349,"January 1, 2018",4,Personal,963061912935783923_2344147479098334322,27,nevada ,January,1,2018,51
350,"January 1, 2018",1,Auto,7318014810303889091_7105699787549720553,27,new york ,January,1,2018,51
352,"January 1, 2018",1,Refinance,1774237363833891181_4913876191075194607,27,oklahoma ,January,1,2018,51
353,"January 1, 2018",34,Personal,5574234927292296344_2487233782108076075,27,georgia ,January,1,2018,51
354,"January 1, 2018",3,Personal,8267222827637295633_3435873458543643167,27,illinois ,January,1,2018,51
356,"January 1, 2018",1,Refinance,1234714025214720921_2686220442660995299,27,oregon ,January,1,2018,51
358,"January 1, 2018",1,Purchase,1430377472900766407_926038199369781134,27,michigan ,January,1,2018,51
359,"January 1, 2018",1,Purchase,5640972996611194664_5562171028036399355,27,maryland ,January,1,2018,51
360,"January 1, 2018",1,Refinance,8918945782036210442_6907822285192848326,27,illinois ,January,1,2018,51
363,"January 1, 2018",1,Refinance,4791720449531385637_3056837603486238498,27,north carolina ,January,1,2018,51
364,"January 1, 2018",1,Refinance,4155288129152384953_1471721882596865789,27,massachusetts ,January,1,2018,51
365,"January 1, 2018",2,Personal,7870568469365874798_4465682303749113009,27,indiana ,January,1,2018,51
366,"January 1, 2018",2,Purchase,8498030958298373427_2928487145275101515,27,florida ,January,1,2018,51
367,"January 1, 2018",1,Purchase,3877656810212791108_811782216570946911,27,kansas ,January,1,2018,51
368,"January 1, 2018",1,Refinance,1163695384527155524_301519542814751274,27,minnesota ,January,1,2018,51
370,"January 1, 2018",1,Refinance,3902430756462678341_2171867917162081329,27,texas ,January,1,2018,51
371,"January 1, 2018",3,Personal,2491116151426780399_1280958966955109382,27,texas ,January,1,2018,51
372,"January 1, 2018",2,Refinance,1588409338621517670_4072309458252200977,27,new york ,January,1,2018,51
373,"January 1, 2018",2,Personal,8494542027847503158_4256391633216696312,27,georgia ,January,1,2018,51
374,"January 1, 2018",10,Refinance,4471110592582472296_2827921823649423964,27,maryland ,January,1,2018,51
375,"January 1, 2018",1,Purchase,456517939702278157_6060609624825010245,27,pennsylvania ,January,1,2018,51
376,"January 1, 2018",1,Personal,7776206621210451933_1053057152574236732,27,texas ,January,1,2018,51
377,"January 1, 2018",2,Personal,7440294019027028012_3160825562672052406,27,new york ,January,1,2018,51
378,"January 1, 2018",1,Refinance,6276272795215754446_5452172044415150180,27,california ,January,1,2018,51
379,"January 1, 2018",1,Refinance,3264225776257059478_226078673544333813,27,california ,January,1,2018,51
380,"January 1, 2018",6,Personal,7524631760783668796_1906665174070649028,27,maryland ,January,1,2018,51
381,"January 1, 2018",6,Refinance,8039000483669906304_3900140923512168532,27,new jersey ,January,1,2018,51
382,"January 1, 2018",1,Refinance,1634471114754832408_1248385243131491843,27,georgia ,January,1,2018,51
383,"January 1, 2018",4,Personal,3020032802411762621_1804600476160357149,27,new jersey ,January,1,2018,51
384,"January 1, 2018",2,Refinance,1599735835905705186_5736767228743358491,27,texas ,January,1,2018,51
386,"January 1, 2018",4,Personal,6972691272445240791_6949820242233081924,27,north carolina ,January,1,2018,51
387,"January 1, 2018",1,Refinance,8737168380676125761_8324417671924276956,27,tennessee ,January,1,2018,51
388,"January 1, 2018",1,Personal,195824277987507116_7032471725013750948,27,illinois ,January,1,2018,51
389,"January 1, 2018",5,Personal,6418788125939309886_1063614121811273971,27,georgia ,January,1,2018,51
390,"January 1, 2018",3,Personal,4441310913048603674_6240796151195329972,27,pennsylvania ,January,1,2018,51
391,"January 1, 2018",1,Personal,7253659911369273897_698744561783057386,27,texas ,January,1,2018,51
392,"January 1, 2018",3,Purchase,8711970176977450771_3186030655216837647,27,texas ,January,1,2018,51
393,"January 1, 2018",1,Purchase,1574418334779211418_2050798271328427756,27,california ,January,1,2018,51
395,"January 1, 2018",1,Purchase,8611770113350115727_5320967677291344841,27,tennessee ,January,1,2018,51
396,"January 1, 2018",2,Refinance,3150581974476966281_2197929102885479784,27,tennessee ,January,1,2018,51
397,"January 1, 2018",1,Personal,1423083661326952452_7353264908937411428,27,vermont ,January,1,2018,51
398,"January 1, 2018",1,Refinance,8672053429527029652_863441812828581863,27,georgia ,January,1,2018,51
399,"January 1, 2018",12,Personal,3731329490358824023_8795934499821284910,27,ohio ,January,1,2018,51
400,"January 1, 2018",1,Refinance,5459700191124809468_4941901495084932309,27,new york ,January,1,2018,51
401,"January 1, 2018",24,Personal,5144030959547756791_5917809737905986773,27,ohio ,January,1,2018,51
402,"January 1, 2018",3,Purchase,5191024038749022873_8909683832698131883,27,florida ,January,1,2018,51
403,"January 1, 2018",2,Personal,1217106959232234824_5124106108977789329,27,illinois ,January,1,2018,51
404,"January 1, 2018",1,Purchase,4577272195804959385_3764431245799374533,27,oklahoma ,January,1,2018,51
405,"January 1, 2018",1,Refinance,5662614688052341911_2447846984113275796,27,nevada ,January,1,2018,51
406,"January 1, 2018",2,Personal,668910333126570284_5860138776970729840,27,michigan ,January,1,2018,51
407,"January 1, 2018",2,Personal,3071044044117400031_1805465617225604231,27,pennsylvania ,January,1,2018,51
408,"January 1, 2018",7,Personal,6536300517388113577_4928125284893399175,27,illinois ,January,1,2018,51
409,"January 1, 2018",2,Refinance,3710530291793330330_5362267598284137185,27,michigan ,January,1,2018,51
410,"January 1, 2018",2,Purchase,3710530291793330330_5362267598284137185,27,michigan ,January,1,2018,51
412,"January 1, 2018",1,Purchase,2420870901439197975_2852896711597537567,27,massachusetts ,January,1,2018,51
413,"January 1, 2018",2,Purchase,877730207873456515_2188667579687287446,27,texas ,January,1,2018,51
414,"January 1, 2018",2,Refinance,2839419263547834617_8735717744330361156,27,california ,January,1,2018,51
415,"January 1, 2018",1,Purchase,7949141477585436112_3857489955903445142,27,california ,January,1,2018,51
416,"January 1, 2018",1,Purchase,232604572932618778_8753004171560825110,27,new york ,January,1,2018,51
418,"January 1, 2018",1,Personal,4312367479942479167_8886210148246508622,27,illinois ,January,1,2018,51
419,"January 1, 2018",1,Purchase,559236374012433698_1405030881740967667,27,texas ,January,1,2018,51
420,"January 1, 2018",1,Refinance,7941017469666857733_4737528367283656862,27,vermont ,January,1,2018,51
421,"January 1, 2018",4,Purchase,1801867724886301718_7830708365156636448,27,texas ,January,1,2018,51
422,"January 1, 2018",3,Purchase,1089601767205414060_1521023459165451496,27,michigan ,January,1,2018,51
424,"January 1, 2018",18,Personal,4829090254143675338_8432386352555315493,27,tennessee ,January,1,2018,51
426,"January 1, 2018",1,Refinance,417736235922673430_9202025175676668896,27,kentucky ,January,1,2018,51
427,"January 1, 2018",1,Purchase,2570406319359226531_7614187121847798799,27,massachusetts ,January,1,2018,51
428,"January 1, 2018",1,Refinance,2295416496042501604_6363690296765323599,27,ohio ,January,1,2018,51
429,"January 1, 2018",1,Personal,6644727962132311474_6539306616890017142,27,illinois ,January,1,2018,51
430,"January 1, 2018",1,Purchase,2947871228865992563_5807409826993741099,27,north carolina ,January,1,2018,51
431,"January 1, 2018",1,Refinance,3200432033641304008_4396726059810315644,27,texas ,January,1,2018,51
432,"January 1, 2018",4,Refinance,3429448752038441634_4678562122396024424,27,california ,January,1,2018,51
433,"January 1, 2018",1,Refinance,1512401842645374168_3214684220242155729,27,washington ,January,1,2018,51
434,"January 1, 2018",1,Refinance,1527449472822980775_8893569996478473838,27,pennsylvania ,January,1,2018,51
435,"January 1, 2018",1,Purchase,2186160887059522676_4334127428865727032,27,florida ,January,1,2018,51
436,"January 1, 2018",6,Personal,6960262775837725624_5568473151705885503,27,illinois ,January,1,2018,51
437,"January 1, 2018",1,Refinance,901579275432196319_3739324485413745886,27,colorado ,January,1,2018,51
438,"January 1, 2018",1,Purchase,1083884330298574815_168426387015350087,27,nebraska ,January,1,2018,51
439,"January 1, 2018",1,Refinance,1715100873109894945_7814309324811444396,27,michigan ,January,1,2018,51
440,"January 1, 2018",3,Personal,7532801194698727560_6936312976228358320,27,arkansas ,January,1,2018,51
441,"January 1, 2018",5,Purchase,2328217233582317472_1944738430321591860,27,texas ,January,1,2018,51
443,"January 1, 2018",1,Refinance,6157519561228333861_7778630525971087478,27,new york ,January,1,2018,51
446,"January 1, 2018",1,Refinance,1927010153709300953_5816706054711014170,27,california ,January,1,2018,51
447,"January 1, 2018",1,Purchase,7428566208794917242_7795303914714733532,27,montana ,January,1,2018,51
448,"January 1, 2018",1,Refinance,5281889312190582987_4711622195057712136,27,hawaii ,January,1,2018,51
449,"January 1, 2018",1,Purchase,4371420151512407084_2431190657398533296,27,georgia ,January,1,2018,51
450,"January 1, 2018",1,Refinance,7536961598265837094_2582809022436580511,27,colorado ,January,1,2018,51
451,"January 1, 2018",1,Refinance,5630795189492045416_5467876880142047582,27,pennsylvania ,January,1,2018,51
452,"January 1, 2018",2,Refinance,8498030958298373427_2928487145275101515,27,florida ,January,1,2018,51
453,"January 1, 2018",2,Purchase,8241810309975032447_2753059317169906540,27,california ,January,1,2018,51
454,"January 1, 2018",1,Refinance,3219296908437072096_8308725887531644857,27,georgia ,January,1,2018,51
455,"January 1, 2018",9,Refinance,3450569303223904721_519187723520286611,27,new york ,January,1,2018,51
456,"January 1, 2018",1,Personal,1956641347322955971_3535663267603765487,simpletuitionturndown,california ,January,1,2018,51
457,"January 1, 2018",2,Refinance,2484476505033024785_7533946443618985589,27,south carolina ,January,1,2018,51
458,"January 1, 2018",2,Personal,8489893387007217994_5987985139130863053,27,colorado ,January,1,2018,51
459,"January 1, 2018",1,Personal,7141405300211955703_8204101959721035683,27,california ,January,1,2018,51
460,"January 1, 2018",1,Purchase,9128804148167042745_6130870855108298260,27,illinois ,January,1,2018,51
461,"January 1, 2018",2,Refinance,1516592894141699345_8321010137884756576,27,ohio ,January,1,2018,51
462,"January 1, 2018",3,Purchase,2080482035279304139_1625173452710446995,27,georgia ,January,1,2018,51
463,"January 1, 2018",1,Purchase,8372121304529849090_8095616232976458776,27,illinois ,January,1,2018,51
464,"January 1, 2018",18,Refinance,8007761592642650433_8413928340706357331,27,pennsylvania ,January,1,2018,51
465,"January 1, 2018",2,Refinance,1376880013012155432_3748982574790477560,27,california ,January,1,2018,51
466,"January 1, 2018",1,Refinance,2011770991940441247_7428222185418731181,27,california ,January,1,2018,51
467,"January 1, 2018",2,Refinance,1333103124732756788_8800942979863868113,27,arizona ,January,1,2018,51
468,"January 1, 2018",2,Refinance,3796227958285841385_3784044055749554445,27,georgia ,January,1,2018,51
469,"January 1, 2018",1,Refinance,4357938516342958630_4477236462784071512,27,virginia ,January,1,2018,51
470,"January 1, 2018",1,Refinance,2342703993806151925_5821089194296542876,27,minnesota ,January,1,2018,51
471,"January 1, 2018",2,unknown,2041883618431818400_157198301273185466,27,pennsylvania ,January,1,2018,51
473,"January 1, 2018",2,Personal,2192770267860963469_2644406536561511982,27,new jersey ,January,1,2018,51
474,"January 1, 2018",1,Refinance,928617486263013978_2934993215015194557,27,pennsylvania ,January,1,2018,51
475,"January 1, 2018",1,Refinance,3363266309803996451_6099879501272734450,27,new jersey ,January,1,2018,51
477,"January 1, 2018",1,Refinance,2523912889513158530_2464889382869136414,27,texas ,January,1,2018,51
479,"January 1, 2018",1,Purchase,8588916528848883368_4620478303016310316,27,indiana ,January,1,2018,51
480,"January 1, 2018",1,Refinance,8462101263250394590_9167537592692249574,27,missouri ,January,1,2018,51
481,"January 1, 2018",1,Personal,7165346788056807453_5222413993550848462,27,new mexico ,January,1,2018,51
483,"January 1, 2018",1,Refinance,2398235471540189869_1330502145341870282,27,georgia ,January,1,2018,51
484,"January 1, 2018",1,Purchase,3499531723400555877_2875272980162374872,27,massachusetts ,January,1,2018,51
485,"January 1, 2018",1,Refinance,4186726451949318855_8875103560774304452,27,ohio ,January,1,2018,51
487,"January 1, 2018",1,Refinance,7368427069202515668_6649503219004641222,27,florida ,January,1,2018,51
489,"January 1, 2018",5,Auto,4937940445994405543_4315462159830219679,27,florida ,January,1,2018,51
490,"January 1, 2018",2,Refinance,8469776991708870521_6893593128694678853,27,new york ,January,1,2018,51
492,"January 1, 2018",4,Refinance,1064535102927311756_4205004195367826321,27,new jersey ,January,1,2018,51
493,"January 1, 2018",1,Refinance,6806638932088797859_4980248954351453207,27,louisiana ,January,1,2018,51
494,"January 1, 2018",6,Purchase,4251226809010108839_611713271146102334,27,texas ,January,1,2018,51
495,"January 1, 2018",1,Purchase,2465711955048699798_330961417582209823,27,california ,January,1,2018,51
497,"January 1, 2018",1,Personal,7468395695999615701_5230920183569082510,27,pennsylvania ,January,1,2018,51
498,"January 1, 2018",1,Personal,6101274995958504617_6403178407758196325,27,maryland ,January,1,2018,51
499,"January 1, 2018",2,Personal,4599161545208922111_5964220549722956083,27,new york ,January,1,2018,51
500,"January 1, 2018",4,Personal,1668647032152026039_2614633777866207750,27,california ,January,1,2018,51
501,"January 1, 2018",2,Personal,1942823960778098937_7932707727596505584,27,west virginia ,January,1,2018,51
502,"January 1, 2018",2,Refinance,8793874090129098664_7857451392763426321,27,michigan ,January,1,2018,51
503,"January 1, 2018",1,Refinance,6353119019193862615_8630043715723157498,27,florida ,January,1,2018,51
504,"January 1, 2018",1,Personal,7253456185242750110_4621357311833198935,27,ohio ,January,1,2018,51
505,"January 1, 2018",1,Personal,5613740089315690013_3019978426606932859,27,california ,January,1,2018,51
506,"January 1, 2018",1,Refinance,2161966163479718059_3137428724761491198,27,florida ,January,1,2018,51
507,"January 1, 2018",1,Refinance,5356828900302292788_722204819485919362,27,missouri ,January,1,2018,51
508,"January 1, 2018",3,Personal,4429932571153491492_5564107610058549652,27,colorado ,January,1,2018,51
509,"January 1, 2018",4,Refinance,5748326523944590269_2043054107641584783,27,california ,January,1,2018,51
510,"January 1, 2018",1,Refinance,1392601362651856101_5961403925714014100,27,michigan ,January,1,2018,51
512,"January 1, 2018",1,Refinance,4255661914912160999_9021062072682125904,27,north carolina ,January,1,2018,51
513,"January 1, 2018",1,Refinance,2282454711167848900_1700323149712460318,27,virginia ,January,1,2018,51
514,"January 1, 2018",8,Personal,7032052821169575515_2383493124492800328,27,maine ,January,1,2018,51
515,"January 1, 2018",1,Purchase,5990242533527595950_7062605484214167470,27,new jersey ,January,1,2018,51
516,"January 1, 2018",1,Refinance,3453362390752457505_6234385095470999790,27,north carolina ,January,1,2018,51
517,"January 1, 2018",1,Personal,1557375038281954191_8993483446389186767,27,pennsylvania ,January,1,2018,51
518,"January 1, 2018",1,Refinance,3855674174144907525_4323396032452238304,27,kentucky ,January,1,2018,51
519,"January 1, 2018",1,Personal,4835564339364581384_1878632636521877381,27,pennsylvania ,January,1,2018,51
520,"January 1, 2018",1,Refinance,1956438204794072682_9180055810472786863,27,texas ,January,1,2018,51
521,"January 1, 2018",1,Purchase,3695974220660258392_2910872740824340587,27,california ,January,1,2018,51
522,"January 1, 2018",2,Personal,1510568823382504779_4790760384736769571,27,ohio ,January,1,2018,51
523,"January 1, 2018",7,Refinance,184229665320555566_6007804705185163349,27,louisiana ,January,1,2018,51
524,"January 1, 2018",1,Personal,1947731676534210500_6267607913758142174,27,texas ,January,1,2018,51
525,"January 1, 2018",1,unknown,5185742277923363467_4374803047388847766,27,texas ,January,1,2018,51
526,"January 1, 2018",3,Personal,7394837979532024297_4382632089540416095,27,georgia ,January,1,2018,51
527,"January 1, 2018",1,Refinance,1799275973355960063_748234538467889677,27,new york ,January,1,2018,51
528,"January 1, 2018",2,Refinance,1241015365707477800_2282813150328251500,27,pennsylvania ,January,1,2018,51
530,"January 1, 2018",1,Purchase,9213866029167111284_961284458609785480,27,california ,January,1,2018,51
531,"January 1, 2018",3,Personal,425215517683214667_1944603472746956187,27,georgia ,January,1,2018,51
532,"January 1, 2018",5,Personal,4862437216477034786_2980633159654121342,27,pennsylvania ,January,1,2018,51
533,"January 1, 2018",1,Refinance,1314875945253140259_2021676536260391236,27,colorado ,January,1,2018,51
534,"January 1, 2018",1,Refinance,4245032973163144783_4869603467850108796,27,texas ,January,1,2018,51
535,"January 1, 2018",2,Personal,4926040972849147854_9134341628222282809,27,georgia ,January,1,2018,51
536,"January 1, 2018",1,Refinance,1361222449666058966_1991021922432284428,27,california ,January,1,2018,51
538,"January 1, 2018",1,Purchase,3843858311089989797_4749452031113218409,27,indiana ,January,1,2018,51
539,"January 1, 2018",1,Purchase,1626180568121600715_6479149701184406456,27,alaska ,January,1,2018,51
540,"January 1, 2018",1,Purchase,7897590443167441096_481404940229176635,27,kentucky ,January,1,2018,51
541,"January 1, 2018",1,Refinance,579719079232227429_1816682117322591156,27,tennessee ,January,1,2018,51
542,"January 1, 2018",1,Refinance,7631540135682414364_8020501682901497314,27,texas ,January,1,2018,51
543,"January 1, 2018",3,Refinance,5735655834258167179_5012753820577995391,27,arkansas ,January,1,2018,51
544,"January 1, 2018",1,Purchase,185365519498203693_7591405356716831566,27,new jersey ,January,1,2018,51
545,"January 1, 2018",1,Refinance,312510913446010020_2989156432413891484,27,ohio ,January,1,2018,51
546,"January 1, 2018",4,Refinance,5988739674450368131_1477898442800013961,27,illinois ,January,1,2018,51
547,"January 1, 2018",1,Purchase,2773922254571615320_7369146162260734502,27,california ,January,1,2018,51
548,"January 1, 2018",1,Purchase,4652188847166182928_8623473555735719520,27,minnesota ,January,1,2018,51
549,"January 1, 2018",1,Refinance,4652188847166182928_8623473555735719520,27,minnesota ,January,1,2018,51
550,"January 1, 2018",1,Refinance,2458632143664336992_440284282130180700,27,washington ,January,1,2018,51
