a"Unnamed: 0"a"Date"a"TreeAuthID (evar50)"aVisit NumberaProduct ReportingaVisitor_IDa"csource (eVar20) (evar20)"a"GeoSegmentation States"
499a499a"January 1, 2018"aa2a"Personal"a4599161545208922111_5964220549722956083a27a"new york (united states)"
